序號	單元	答案	題目
140	1	34	下列何者為網路的安全裝置？(1)ATM (Asynchronous Transfer Mode)(2)LBS (Location Based Service)(3)IDS(Intrusion Detection System)(4)IPS(Intrusion Prevention System)。
141	1	12	下列何者可保護網路裝置的組態檔案，可降低外部網路安全威脅？(1)使用SSH傳輸協定來存取裝置組態檔(2)使用防火牆限制外部對網路裝置的存取(3)允許主控台進行不受限制的存取(4)利用Telnet自動加密功能，作為存取裝置的命令列。
142	1	14	下列何者屬於私有IP？(1)172.20.14.36(2)12.0.0.1(3)168.172.20.40(4)192.168.32.24。
143	1	123	下列通訊協定哪些屬於OSI模型的應用層？(1)TFTP(2)Telnet(3)FTP(4)TCP。
144	1	34	有關ICMP封包敘述，下列何者正確？(1)ICMP保證資料封包能確實送達(2)ICMP封裝在UDP資料封包內(3)ICMP提供網路問題的資訊給主機(4)ICMP封裝在IP資料封包內。
145	1	12	下列服務，何者使用TCP協定來傳送？(1)SMTP(2)FTP(3)SNMP(4)TFTP。
146	1	1	下列敘述何者正確？(1)電腦的CPU其實只能執行機器語言(2)所謂同步傳輸意指一次同時傳送兩個Bytes的資料(3)即時系統(Real-time)一定是On-line系統，而On-line系統也一定是Real-time系統(4)指令暫存器是用來表示下一個等待執行指令的位址。
147	1	12	下列服務，何者使用UDP協定來傳送？(1)DHCP(2)TFTP(3)HTTP(4)FTP。
148	1	14	IEEE乙太網路的訊框標頭中包含哪些欄位？(1)FCS欄位(2)來源與目的MAC及IP位址(3)來源與目的IP位址(4)來源與目的MAC位址。
149	1	23	乙太網路在發生碰撞後如何才能再傳送？(1)偵測到碰撞的工作站有最高優先權重送遺失的資料(2)所有工作站會執行一個隨機的Backoff演算法，待Backoff的延遲時段終了後，所有工作站均有相等的優先權來傳送資料(3)在CSMA/CD的碰撞網域中，工作站須待媒介沒在使用時才能傳送資料(4)所有工作站會執行一致的Backoff演算法，然後彼此協調後才能傳送資料。
150	1	124	下列何者為路由器的功能？(1)交換封包(2)過濾封包(3)轉送廣播封包(4)選擇路徑。
151	1	123	當防火牆日誌檔顯示有人嘗試攻擊網路時，下列何者不是阻擋DoS攻擊的方法？(1)增加更多路由器(2)設定Naggle(3)使用Auto Secure命令(4)建置IDPS (Intrusion Detection and Prevention Systems)。
152	1	234	)以橋接器或交換器來分割網路，將產生下列何種結果？(1)增加網域內的廣播主機數目(2)減少封包碰撞的機率(3)增加網域的數目(4)產生較小的網域。
153	1	23	交換器在轉送訊框到目的地之前先予以儲存再轉送(Store and Forward)，對於網路效能有何影響？(1)減少延遲(2)增加延遲(3)可濾掉所有的訊框錯誤(4)增加交換器的運作速度。
154	1	124	第二層乙太網路交換器比集線器優越的地方在於？(1)根據MAC位址來過濾訊框(2)允許同時的訊框傳輸(3)減少碰撞封包的數目(4)減少廣播網域的規模。
155	1	1234	即時通訊軟體的功能包含哪些？(1)文字通訊(2)檔案傳送(3)語音對談(4)視訊交流。
156	1	34	下列何者為影片檔之副檔名？(1).wma(2).wmf(3).wmv(4).rm。
157	1	4	下列關於「行動裝置作業系統」的敘述，何者不正確？(1)iPhone與iPad均使用iOS作業系統(2)Android是一種以Linux為基礎的開放原始碼作業系統(3)Windows Phone是微軟視窗作業系統的行動裝置版本(4)受限於硬體的能力，行動裝置作業系統一定是單工的作業系統。
158	1	124	下列何者為圖形檔之副檔名？(1).tif(2).ai(3).pdf(4).raw。
159	1	34	下列有關IE9之使用敘述，何者正確？(1)不想讓小孩上網看到性或暴力的網站，可使用「工具/網際網路選項/安全性」功能來設定(2)要變更瀏覽歷程紀錄的保存天數，可在「工具/管理附加元件」中設定(3)可在「工具/網際網路選項/內容」中查看安裝過的憑證(4)利用匯出精靈將「我的最愛」匯出成為HTML格式之檔案。
160	1	1234	有關網路網址敘述，下列何者正確？(1)DHCP伺服器可讓多台電腦共用有限的Public IP(2)一台主機可以擁有多個網域名稱 (Domain Name)(3)理論上，IPv6位址可容許的位址個數是IPv4位址的296倍(4)在Windows 7之命令提示字元視窗中輸入ipconfig可檢視電腦的IP位址。
161	1	124	有關SATA與IDE的比較，下列何者正確？(1)SATA硬碟屬於序列介面，但IDE不是(2)e-SATA硬碟支援熱插拔但IDE不支援(3)SATA硬碟轉速優於IDE硬碟，故傳輸速率較高(4)SATA硬碟排線較IDE硬碟為細。
162	1	23	下列敘述何者正確？(1)資訊展DM上寫「CPU 2.5GHz，2GB DDR3」，意指此CPU時脈週期為0.5ns(2)最新的BIOS ROM允許資料複寫(3)SSD硬碟是採用Flash Memory製作(4)藍芽(Bluetooth)建構於IEEE 802.11無線區域網路技術標準。
163	1	124	下列何種網頁程式於伺服器端執行？(1)PHP(2)Active Server Page(3)Dynamic HTML(4)Common Gateway Interface。
164	1	134	下列何種網頁程式於用戶端執行？(1)VBScript(2)JSP(3)Java Applet(4)JavaScript。
165	1	134	CPU運作的機器週期（Machine Cycle）中，包含下列哪些步驟？(1)擷取（Fetch）(2)編碼（Encode）(3)解碼（Decode）(4)執行（Execute）。
166	1	24	下列哪些記憶體的存取速度比硬碟快？(1)隨身碟(2)快取記憶體(3)光碟(4)暫存器。
167	1	13	電腦硬體結構可分為五大單元，下列哪些敘述正確？(1)算術邏輯單元負責AND、OR、NOT運算(2)記憶單元負責協調電腦各單元的運作(3)滑鼠屬於輸入單元(4)鍵盤屬於控制單元。
168	1	1	若收到一個副檔名為.class的Java Applet程式，您該如何啟動它？(1)直接可在IE執行(2)需重新編譯方能執行(3)需要連上WWW伺服器方可執行(4)要另存副檔名為.bat的新檔案方可被執行。
169	1	24	有關光纖的敘述，下列哪些正確？(1)只能傳送數位信號(2)可使用的頻寬比同軸電纜高(3)由銅線所組成，不受電磁干擾(4)傳輸速率比雙絞線高。
170	1	123	DVD的相關產品中，下列哪些可以重複讀寫？(1)DVD-RAM(2)DVD-RW(3)DVD+RW(4)DVD-ROM。
171	1	34	有關RAM的敘述，下列哪些正確？(1)又稱為非揮發性記憶體(2)速度比ROM慢(3)可分為SRAM與DRAM兩種(4)電源關閉後資料會消失。
172	1	12	有關通訊媒體的敘述，下列哪些正確？(1)Wi-Fi是以802.11x協定進行無線傳輸(2)紅外線是以直線傳輸的方式傳送資料(3)微波（Microwave）在傳送資料時，可以隨著地表曲線而彎曲進行(4)微波（Microwave）是以藍牙技術（Bluetooth）進行無線傳輸。
173	1	13	有關網路傳輸設備的敘述，下列哪些正確？(1)集線器（Hub）可連接多個網路節點(2)中繼器（Repeater）主要用於連接兩個區域網路(3)路由器（Router）可連接多個網路(4)防火牆（Firewall）主要是用於增強傳輸訊號，延伸訊號的傳輸距離。
174	1	14	有關暫存器（Register）的敘述，下列哪些正確？(1)暫存器是CPU暫存資料的地方(2)CPU對暫存器的存取速度比主記憶體慢(3)暫存器的容量是無限的(4)CPU內有多種暫存器，各有其不同的功能。
175	1	234	下列哪些是電腦使用的匯流排？(1)運算匯流排(2)資料匯流排(3)位址匯流排(4)控制匯流排。
176	1	23	下列哪些是屬於電腦的輸出設備？(1)掃瞄器(2)螢幕(3)印表機(4)光筆。
177	1	12	下列哪些十進位轉二進位的結果為正確？(1)(48.625)10 = (110000.101)2(2)(6.75)10 = (110.11)2(3)(7.5)10 = (1110.010)2(4)(5.75)10 = (101.011)2。
178	1	13	下列哪些屬於無線傳輸？(1)紅外線(2)光纖(3)微波(4)雙絞線。
179	1	1	下列何者不是資料庫管理系統的目的？(1)可保持資料的重複性(2)可確保資料的安全性(3)可保持資料的一致性(4)可提升資料處理的效率。
180	1	1234	中央處理單元 (CPU) 中包含下列哪些項目？(1)暫存器(2)控制單元(3)算術邏輯單元(4)快取記憶體。
181	1	134	有關硬碟的儲存容量大小，下列哪些相同？(1)0.5TB(2)512PB(3)512GB(4)512×1024×1024 KB。
182	1	123	有關Modem的功能敘述，下列哪些正確？(1)它是調變解調器(2)可將數位信號轉為類比信號(3)可將類比信號轉為數位信號(4)可透過網路平行式傳送資料到遠端的電腦。
183	1	234	硬碟的存取時間(Access Time)包含下列哪些？(1)讀取時間（Read Time）(2)旋轉時間（Rotation Time）(3)資料傳輸時間（Data Transfer Time）(4)搜尋時間（Seek Time）。
184	1	34	有關硬碟的敘述，下列哪些正確？(1)磁軌是硬碟儲存資料的最小單位(2)每個磁碟只有一個磁面(3)硬碟是透過讀寫頭來讀取磁碟上的資料(4)SATA介面硬碟較IDE介面硬碟的傳輸速度快。
185	1	124	電腦主機板沒有安插任何介面卡就能瀏覽網頁及播放音樂，是因為主機板已內建下列哪些介面卡？(1)網路卡(2)音效卡(3)電視卡(4)顯示卡。
186	1	1234	個人電腦中的USB連接埠，可以連接下列哪些週邊設備？(1)隨身碟(2)鍵盤(3)滑鼠(4)數位相機。
187	1	123	有關硬碟的儲存容量大小，下列哪些相同？(1)122880 TB(2)120×1024×1024 GB(3)120×2 50 Bytes(4)0.1 EB。
188	1	24	某台電腦的資料匯流排有24條排線，位址匯流排有30條排線，請問此台電腦之CPU的定址記憶體空間為何？(1)224 bits(2)230 Bytes(3)256MB(4)1GB。
189	1	23	下列文數字的ASCII Code大小之比較，哪些正確？(1)a＞1＞A(2)c＞b＞a(3)3＞2＞1(4)1＞g＞p。
190	1	3	採用存轉式(Store-and-Forward)傳輸資訊的方式是：(1)資料交換(Data Switching)(2)電路交換(Circuit Switching)(3)分封交換(Packet Switching)(4)信號交換(Signal Switching)。
191	1	12	有關頻寬單位的說明，下列哪些正確？(1)bps為每秒傳輸1個位元(2)Kbps為每秒傳輸1024個位元(3)Mbps為每秒傳輸100個位元(4)Gbps為每秒傳輸220個位元。
192	1	234	下列哪些是個人電腦使用的輔助記憶體？(1)快取記憶體(2)硬碟機(3)軟碟機(4)光碟機。
193	1	234	下列哪些元件直接內建於主機板上？(1)光碟機(2)晶片組(3)BIOS ROM(4)擴充槽。
194	1	234	銷售員介紹筆記型電腦的4項規格中，下列哪些規格是描述其CPU？(1)8GB DDRⅢ(2)雙核心(3)8MB快取記憶體(4)處理器為Intel的Core i5。
195	1	124	有關個人電腦BIOS的敘述，下列哪些正確？(1)BIOS的全名為Basic Input Output System(2)BIOS是一種韌體 (Firmware)(3)BIOS是使用RAM製造，具有揮發性(4)當電腦開機時，BIOS會檢查電腦的相關設備是否正確。
196	1	14	有關記憶體的敘述，下列哪些正確？(1)SRAM可被讀取資料，也能寫入資料(2)DRAM的速度比硬式磁碟慢(3)當電腦關機後，DRAM中的資料不會消失(4)SRAM的速度比硬式磁碟快。
197	1	124	下列哪些是電腦的輸入設備？(1)數位相機(2)光筆(3)繪圖機(4)掃瞄器。
198	1	23	下列哪些是屬於單向傳輸的匯流排類型？(1)記憶匯流排（Memory Bus）(2)位址匯流排（Address Bus）(3)控制匯流排（Control Bus）(4)資料匯流排（Data Bus）。
199	1	134	有關同軸電纜及光纖傳輸媒介之比較，下列哪些正確？(1)光纖是以光脈衝信號的形式傳輸訊號(2)光纖的傳輸距離最短(3)光纖抗雜訊力較同軸電纜為佳(4)光纖的頻寬最寬。
200	1	4	編譯程式(Compiler)可以檢查出程式的(1)資料錯誤(2)邏輯錯誤(3)執行錯誤(4)語法錯誤。
201	1	3	下列關於多工(Multitasking)作業系統的敘述中，何者錯誤？(1)需要有中斷處理的能力(2)需要有排程(Scheduling)的能力(3)需要有平行處理(Parallel Processing)的能力(4)可以用分時(Time Sharing)處理技術達成。
202	1	4	在布林運算中，下列何者有誤？(1)A+A'=1(2)AA'=0(3)A+A'B'=A+B'(4)A(A'+B)=A'B。
203	1	4	下列那一種工具無法讓您由FTP伺服器下傳檔案？(1)Telnet客戶端(2)FTP客戶端(3)Internet Explorer(4)Outlook Express。
204	1	3	所謂「流程圖(Flow Chart)」乃是指：(1)程式之輸出或輸入的一種表現方法(2)以各種次常式來描述程式的一種方法(3)以圖型化的演繹邏輯來表達程式操作順序的方法(4)程式編譯後的結果。
205	1	4	電腦 CPU內部的「定址模式(Addressing Mode)」是用來當作什麼功用的？(1)指令解碼(2)運算執行(3)指令提取(4)運算元提取。
206	1	1	下列何者不是控制單元的工作？(1)運算執行(2)時序控制(3)指令提取(4)指令解碼。
207	1	2	下列關於「Microsoft SQL Server 2008資料類型」的敘述，何者不正確？(1)字元資料的長度如果可能大於8000位元組，則欄位不宜宣告成char資料類型(2)如果欄位的字元資料長度差異很大，則欄位通常宣告成char資料類型，而非varchar資料類型(3)設計用來儲存日期的欄位可以宣告成smalldatetime資料類型(4)宣告成geography資料類型的欄位所儲存的經緯度資料，可以應用STDistance方法來計算兩資料之間的最短距離。
208	1	1	在「關聯式(Relational)資料庫」中，其擷取資料的方式為何？(1)以資料的內容(2)以資料的位址(3)以資料的指標(4)以資料的大小。
209	1	4	當CPU從主記憶體中提取指令、解碼、決定 Operands 的位址、以及下一個指令的位址，這些動作是屬於：(1)程式週期(2)記憶週期(3)執行週期(4)指令週期。
210	1	2	在資料庫中，將資料的重複降低到最少的過程稱為：(1)結構化(2)正規化(3)模組化(4)關聯化。
211	1	1	在作業系統中，下列何者負責處理程式中斷？(1)監督程式(2)啟動載入程式(3)輸出入控制程式(4)工作控制程式。
212	1	3	下列關於「結構化程式設計」的敘述中，何者不正確？(1)應盡量採用模組化設計(2)應減少GO TO指令的使用(3)入口要少、出口要多(4)包含循序(Sequence)、選擇(Selection)及重複(Repetition)三種結構。
213	1	2	如果電腦的位址匯流排(Address Bus)有17條線，則其儲存位置空間最多可達多少Bytes？(1)64K(2)128K(3)256K(4)512K。
214	1	3	能使電腦執行比主記憶體還大的程式時，可用以下那一種技術？(1)分時(Time Sharing)(2)快取記憶(Cache Memory)(3)虛擬記憶(Virtual Memory)(4)多工作業(Multi-tasking)。
215	1	4	下列有關「網際網路(Internet)應用」之敘述中，何者錯誤？(1)E-mial收件人的位址格式為Lucky@server(2)Internet使用之通訊協定為TCP/IP(3)HiNet為中華電信公司所建立的網路系統(4)目前各大專院校內常使用之網路系統為SeedNet。
216	1	1	下列關於Compiler的敘述中，何者錯誤？(1)可檢查程式邏輯錯誤(2)可檢查程式語法(Syntax)錯誤(3)可將程式原始碼變成目的碼(4)無法產生執行檔。
217	1	3	在磁碟容量的規格中，下列何者的容量最小？(1)磁軌(Track)(2)磁柱(3)磁區(4)叢集(Cluster)。
218	1	3	下列有關WWW之敘述中，何者錯誤？(1)「全球資訊網」是World Wide Web之縮寫(2)讓企業可以將自己的產品或服務項目等訊息提供給大眾知道(3)為使網路資訊自由流通，使用者在其上建立首頁(HomePage)時，可以不受智慧財產保護相關法令約束(4)WWW上之資訊不僅可顯示文字、圖形，還可以顯示聲音、影像。
